,location,code,PSGC,Municipality/City,Poverty
931,BALINDONG,153603000,153603000.0,Balindong (Watu),61.4
932,BALINDONG,153603000,153603000.0,Balindong (Watu),61.4
933,WATU,153603000,153603000.0,Balindong (Watu),61.4
934,WATU,153603000,153603000.0,Balindong (Watu),61.4
935,BAYANG,153604000,153604000.0,Bayang,66.5
936,BINIDAYAN,153605000,153605000.0,Binidayan,65.3
937,BUADIPOSO-BUNTONG,153633000,153633000.0,Buadiposo-Buntong,61.4
938,BUBONG,153606000,153606000.0,Bubong,65.6
939,CALANOGAS,153632000,153632000.0,Calanogas,68.5
940,DITSAAN-RAMAIN,153624000,153624000.0,Ditsaan-Ramain,64.2
941,GANASSI,153609000,153609000.0,Ganassi,63.2
942,KAPAI,153610000,153610000.0,Kapai,73.6
943,KAPATAGAN,153639000,153639000.0,Kapatagan,62.6
944,LUMBA-BAYABAO,153611000,153611000.0,Lumba-Bayabao (Maguing),65.1
945,LUMBA-BAYABAO,153611000,153611000.0,Lumba-Bayabao (Maguing),65.1
946,MAGUING,153611000,153611000.0,Lumba-Bayabao (Maguing),65.1
947,MAGUING,153611000,153611000.0,Lumba-Bayabao (Maguing),65.1
948,LUMBACA-UNAYAN,153641000,153641000.0,Lumbaca-Unayan,68.7
949,LUMBATAN,153612000,153612000.0,Lumbatan,65.8
950,LUMBAYANAGUE,153636000,153636000.0,Lumbayanague,65.4
951,MADALUM,153613000,153613000.0,Madalum,64.5
952,MADAMBA,153614000,153614000.0,Madamba,70.0
953,MAGUING,153634000,153634000.0,Maguing,64.5
954,MALABANG,153615000,153615000.0,Malabang,61.6
955,MARANTAO,153616000,153616000.0,Marantao,61.1
956,MARAWI,153617000,153617000.0,Marawi City,54.6
957,MAROGONG,153631000,153631000.0,Marogong,72.5
958,MASIU,153618000,153618000.0,Masiu,63.4
959,MULONDO,153619000,153619000.0,Mulondo,65.9
960,PAGAYAWAN,153620000,153620000.0,Pagayawan (Tatarikan),73.2
961,PAGAYAWAN,153620000,153620000.0,Pagayawan (Tatarikan),73.2
962,TATARIKAN,153620000,153620000.0,Pagayawan (Tatarikan),73.2
963,TATARIKAN,153620000,153620000.0,Pagayawan (Tatarikan),73.2
964,PIAGAPO,153621000,153621000.0,Piagapo,68.1
965,PICONG,153635000,153635000.0,Picong (Sultan Gumander),71.4
966,PICONG,153635000,153635000.0,Picong (Sultan Gumander),71.4
967,SULTAN GUMANDER,153635000,153635000.0,Picong (Sultan Gumander),71.4
968,SULTAN GUMANDER,153635000,153635000.0,Picong (Sultan Gumander),71.4
969,POONA BAYABAO,153622000,153622000.0,Poona Bayabao (Gata),60.9
970,POONA BAYABAO,153622000,153622000.0,Poona Bayabao (Gata),60.9
971,GATA,153622000,153622000.0,Poona Bayabao (Gata),60.9
972,GATA,153622000,153622000.0,Poona Bayabao (Gata),60.9
973,PUALAS,153623000,153623000.0,Pualas,64.5
974,SAGUIARAN,153625000,153625000.0,Saguiaran,62.0
975,SULTAN DUMALONDONG,153640000,153640000.0,Sultan Dumalondong,70.9
976,TAGOLOAN II,153638000,153638000.0,Tagoloan II,78.2
977,TAGOLOAN II,153638000,153638000.0,Tagoloan II,78.2
978,TAGOLOAN 2,153638000,153638000.0,Tagoloan II,78.2
979,TAGOLOAN 2,153638000,153638000.0,Tagoloan II,78.2
980,TAMPARAN,153626000,153626000.0,Tamparan,68.5
981,TARAKA,153627000,153627000.0,Taraka,66.9
982,TUBARAN,153628000,153628000.0,Tubaran,66.4
983,TUGAYA,153629000,153629000.0,Tugaya,68.6
984,WAO,153630000,153630000.0,Wao,45.4
985,ABUYOG,83701000,83701000.0,Abuyog,36.1
986,ALANGALANG,83702000,83702000.0,Alangalang,33.9
987,ALBUERA,83703000,83703000.0,Albuera,33.9
988,BABATNGON,83705000,83705000.0,Babatngon,37.3
989,BARUGO,83706000,83706000.0,Barugo,39.3
990,BATO,83707000,83707000.0,Bato,38.6
991,BAYBAY,83708000,83708000.0,Baybay City,30.8
992,BURAUEN,83710000,83710000.0,Burauen,35.9
993,CALUBIAN,83713000,83713000.0,Calubian,40.5
994,CAPOOCAN,83714000,83714000.0,Capoocan,42.5
995,CARIGARA,83715000,83715000.0,Carigara,31.2
996,DAGAMI,83717000,83717000.0,Dagami,39.0
997,DULAG,83718000,83718000.0,Dulag,31.5
998,HILONGOS,83719000,83719000.0,Hilongos,33.9
999,HINDANG,83720000,83720000.0,Hindang,28.1
1000,INOPACAN,83721000,83721000.0,Inopacan,35.4
1001,ISABEL,83722000,83722000.0,Isabel,23.4
1002,JARO,83723000,83723000.0,Jaro,41.5
1003,JAVIER,83724000,83724000.0,Javier (Bugho),36.9
1004,JAVIER,83724000,83724000.0,Javier (Bugho),36.9
1005,BUGHO,83724000,83724000.0,Javier (Bugho),36.9
1006,BUGHO,83724000,83724000.0,Javier (Bugho),36.9
1007,JULITA,83725000,83725000.0,Julita,33.2
1008,KANANGA,83726000,83726000.0,Kananga,34.6
1009,LA PAZ,83728000,83728000.0,La Paz,39.3
1010,LEYTE,83729000,83729000.0,Leyte,47.1
1011,MACARTHUR,83730000,83730000.0,MacArthur,36.3
1012,MAHAPLAG,83731000,83731000.0,Mahaplag,37.9
1013,MATAG-OB,83733000,83733000.0,Matag-ob,35.5
1014,MATALOM,83734000,83734000.0,Matalom,35.6
1015,MAYORGA,83735000,83735000.0,Mayorga,33.6
1016,MERIDA,83736000,83736000.0,Merida,31.5
1017,ORMOC,83738000,83738000.0,Ormoc City,29.4
1018,PALO,83739000,83739000.0,Palo,22.4
1019,PALOMPON,83740000,83740000.0,Palompon,28.8
1020,PASTRANA,83741000,83741000.0,Pastrana,40.7
1021,SAN ISIDRO,83742000,83742000.0,San Isidro,41.9
1022,SAN MIGUEL,83743000,83743000.0,San Miguel,41.1
1023,SANTA FE,83744000,83744000.0,Santa Fe,33.6
1024,TABANGO,83745000,83745000.0,Tabango,42.6
1025,TABONTABON,83746000,83746000.0,Tabontabon,37.4
1026,TACLOBAN,83747000,83747000.0,Tacloban City,21.5
1027,TANAUAN,83748000,83748000.0,Tanauan,28.5
1028,TOLOSA,83749000,83749000.0,Tolosa,28.2
1029,TUNGA,83750000,83750000.0,Tunga,28.0
1030,VILLABA,83751000,83751000.0,Villaba,33.9
1031,AMPATUAN,153801000,153801000.0,Ampatuan,51.2
1032,BARIRA,153818000,153818000.0,Barira,60.1
1033,BULDON,153802000,153802000.0,Buldon,60.8
1034,BULUAN,153803000,153803000.0,Buluan,63.1
1035,COTABATO,129804000,,,
1036,DATU ABDULLAH SANGKI,153828000,153828000.0,Datu Abdullah Sangki,53.6
1037,DATU ANGGAL MIDTIMBANG,153831000,153831000.0,Datu Anggal Midtimbang,58.8
1038,DATU BLAH T. SINSUAT,153830000,153830000.0,Datu Blah T. Sinsuat,61.0
1039,DATU HOFFER AMPATUAN,153835000,153835000.0,Datu Hoffer Ampatuan,61.7
1040,DATU MONTAWAL,153822000,153822000.0,Pagagawan,59.4
1041,DATU ODIN SINSUAT,153807000,153807000.0,Datu Odin Sinsuat (Dinaig),44.6
1042,DATU ODIN SINSUAT,153807000,153807000.0,Datu Odin Sinsuat (Dinaig),44.6
1043,DINAIG,153807000,153807000.0,Datu Odin Sinsuat (Dinaig),44.6
1044,DINAIG,153807000,153807000.0,Datu Odin Sinsuat (Dinaig),44.6
1045,DATU PAGLAS,153805000,153805000.0,Datu Paglas,52.7
1046,DATU PIANG,153806000,153806000.0,Datu Piang,57.5
1047,DATU SALIBO,153836000,153836000.0,Datu Salibo,55.2
1048,DATU SAUDI-AMPATUAN,153826000,153826000.0,Datu Saudi-Ampatuan,59.8
1049,DATU UNSAY,153827000,153827000.0,Datu Unsay,57.6
1050,GENERAL SALIPADA K. PENDATUN,153819000,153819000.0,Gen. S. K. Pendatun,58.6
1051,GUINDULUNGAN,153825000,153825000.0,Guindulungan,62.7
1052,KABUNTALAN,153814000,153814000.0,Kabuntalan (Tumbao),62.5
1053,KABUNTALAN,153814000,153814000.0,Kabuntalan (Tumbao),62.5
1054,TUMBAO,153814000,153814000.0,Kabuntalan (Tumbao),62.5
1055,TUMBAO,153814000,153814000.0,Kabuntalan (Tumbao),62.5
1056,MAMASAPANO,153820000,153820000.0,Mamasapano,59.8
1057,MANGUDADATU,153832000,153832000.0,Mangudadatu,63.7
1058,MATANOG,153809000,153809000.0,Matanog,55.9
1059,NORTHERN KABUNTALAN,153834000,153834000.0,Northern Kabuntalan,56.4
1060,PAGALUNGAN,153810000,153810000.0,Pagalungan,53.0
1061,PAGLAT,153823000,153823000.0,Paglat,58.6
1062,PANDAG,153833000,153833000.0,Pandag,61.1
1063,PARANG,153811000,153811000.0,Parang,44.9
1064,RAJAH BUAYAN,153829000,153829000.0,Rajah Buayan,55.4
1065,SHARIFF AGUAK,153808000,153808000.0,Shariff Aguak (Maganoy),60.2
1066,SHARIFF AGUAK,153808000,153808000.0,Shariff Aguak (Maganoy),60.2
1067,MAGANOY,153808000,153808000.0,Shariff Aguak (Maganoy),60.2
1068,MAGANOY,153808000,153808000.0,Shariff Aguak (Maganoy),60.2
1069,SHARIFF SAYDONA MUSTAPHA,153837000,153837000.0,Shariff Saydona Mustapha,52.0
1070,SOUTH UPI,153817000,153817000.0,South Upi,48.5
1071,SULTAN KUDARAT,153812000,153812000.0,Sultan Kudarat (Nuling),52.3
1072,SULTAN KUDARAT,153812000,153812000.0,Sultan Kudarat (Nuling),52.3
1073,NULING,153812000,153812000.0,Sultan Kudarat (Nuling),52.3
1074,NULING,153812000,153812000.0,Sultan Kudarat (Nuling),52.3
1075,SULTAN MASTURA,153824000,153824000.0,Sultan Mastura,52.0
1076,SULTAN SA BARONGIS,153813000,153813000.0,Sultan Sa Barongis (Lambayong),56.4
1077,SULTAN SA BARONGIS,153813000,153813000.0,Sultan Sa Barongis (Lambayong),56.4
1078,LAMBAYONG,153813000,153813000.0,Sultan Sa Barongis (Lambayong),56.4
1079,LAMBAYONG,153813000,153813000.0,Sultan Sa Barongis (Lambayong),56.4
1080,SULTAN SUMAGKA,153821000,153821000.0,Talitay,58.2
1081,TALAYAN,153816000,153816000.0,Talayan,60.0
1082,UPI,153815000,153815000.0,Upi,43.7
1083,BOAC,174001000,174001000.0,Boac,15.2
1084,BUENAVISTA,174002000,174002000.0,Buenavista,20.5
1085,GASAN,174003000,174003000.0,Gasan,14.9
1086,MOGPOG,174004000,174004000.0,Mogpog,13.6
1087,SANTA CRUZ,174005000,174005000.0,Santa Cruz,15.6
1088,TORRIJOS,174006000,174006000.0,Torrijos,23.1
1089,AROROY,54101000,54101000.0,Aroroy,41.8
1090,BALENO,54102000,54102000.0,Baleno,42.9
1091,BALUD,54103000,54103000.0,Balud,42.3
1092,BATUAN,54104000,54104000.0,Batuan,37.0
1093,CATAINGAN,54105000,54105000.0,Cataingan,38.8
1094,CAWAYAN,54106000,54106000.0,Cawayan,51.8
1095,CLAVERIA,54107000,54107000.0,Claveria,53.6
1096,DIMASALANG,54108000,54108000.0,Dimasalang,44.0
1097,ESPERANZA,54109000,54109000.0,Esperanza,48.2
1098,MANDAON,54110000,54110000.0,Mandaon,41.4
1099,MASBATE,54111000,54111000.0,Masbate City,30.0
1100,MILAGROS,54112000,54112000.0,Milagros,44.6
